budget,revenue,director,runtime,budget_adj,revenue_adj
60000000.0,101134059.0,David O. Russell,124.0,55199975.71201059,93043293.3409509
105000000.0,133718711.0,Ericson Core,114.0,96599957.49601871,123021159.990689
20000000.0,36606743.0,John Wells,100.0,18399991.9040035,33678188.7415969
26000000.0,30523226.0,Tarsem Singh,116.0,23919989.475204602,28081355.564203497
60000000.0,30418560.0,David Koepp,106.0,55199975.71201059,27985062.8865723
15000000.0,64191523.0,Tom Hooper,120.0,13799993.9280026,59056175.175282896
70000000.0,17752940.0,Michael Mann,133.0,64399971.6640124,16332697.613613
30000000.0,84025816.0,Denis Villeneuve,121.0,27599987.856005296,77303716.7063646
120000001.0,167977596.0,Josh Trank,100.0,110399952.34402,154539320.322699
3500000.0,40423945.0,Robert Eggers,92.0,3219998.58320062,37190013.0363942
65000000.0,235666219.0,Paul Feig,120.0,59799973.6880115,216812826.082356
50100000.0,153962963.0,Glenn Ficarra|John Requa,105.0,46091979.7195289,141645863.63582
35000000.0,82347656.0,Aleksander Bach,96.0,32199985.8320062,75759810.18568349
100000000.0,93820758.0,Ron Howard,122.0,91999959.5200178,86315059.3813738
20000000.0,39987822.37085297,James McTeigue,96.0,18399991.9040035,51576847.19128109
35000000.0,137935567.0,Ryan Coogler,133.0,32199985.8320062,126900665.803707
35000000.0,140795793.0,Judd Apatow,125.0,32199985.8320062,129532072.56588799
13000000.0,32848185.0,Gavin Hood,102.0,11959994.737602301,30220316.9030605
25000000.0,42972994.0,Brian Helgeland,131.0,22999989.8800044,39535137.0845396
14682588.308751501,45895.0,Jean-Baptiste LÃ©onetti,95.0,17620113.079708613,42223.381421712096
150000000.0,128388320.0,Joe Wright,111.0,137999939.280026,118117202.42843
14682588.308751501,39987822.37085297,Anne K. Black,108.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Alfonso Gomez-Rejon,105.0,17620113.079708613,51576847.19128109
99000000.0,246233113.0,Steve Martino,88.0,91079959.92481759,226534364.284879
35000000.0,48623572.0,Peter Landesman,123.0,32199985.8320062,44733666.5571867
25000000.0,52395996.0,Jonathan Levine,100.0,22999989.8800044,48204295.110110104
2500000.0,5214043.0,Eli Roth,99.0,2299998.98800044,4796917.44935632
34000000.0,63013281.0,"George Tillman, Jr.",128.0,31279986.236806,57972193.012235
80000000.0,466183544.0,Genndy Tartakovsky,89.0,73599967.61601421,428888671.76898396
17000000.0,24000000.0,Jessie Nelson,107.0,15639993.118403,22079990.2848042
35000000.0,61181942.0,Robert Zemeckis,123.0,32199985.8320062,56287361.873560704
11000000.0,1863315.0,Daniel Benmayor,94.0,10119995.5472019,1714249.04573042
31000000.0,104384188.0,John Francis Daley|Jonathan M. Goldstein,99.0,28519987.4512055,96033410.70529921
35000000.0,95437994.0,Gil Kenan,93.0,32199985.8320062,87802915.846717
4000000.0,187112.0,Henry Hobson,95.0,3679998.38080071,172142.964257095
14682588.308751501,2000000.0,Drake Doremus,101.0,17620113.079708613,1839999.19040035
50000000.0,3324330.0,Daniel Espinosa,137.0,45999979.7600089,3058382.2543117995
5000000.0,58978653.0,Joel Edgerton,108.0,4599997.97600089,54260336.885451704
50000000.0,240360392.0,Sean Anders,96.0,45999979.7600089,221131463.342156
14682588.308751501,39987822.37085297,A. Todd Smith,102.13030219018574,17620113.079708613,51576847.19128109
10000000.0,39987822.37085297,Brian A Miller,96.0,9199995.95200178,51576847.19128109
64000000.0,97571250.0,Mark Osborne,92.0,58879974.0928114,89765510.50317529
14682588.308751501,233755553.0,Walt Becker,92.0,17620113.079708613,215055014.135793
11930000.0,18340000.0,Jocelyn Moorhouse,118.0,10975595.1707381,16872792.5759712
8500000.0,43528634.0,Ari Sandel,100.0,7819996.55920151,40046325.65961671
10000000.0,52882018.0,Ciaran Foy,97.0,9199995.95200178,48651435.1533685
30000000.0,107597242.0,Andy Fickman,94.0,27599987.856005296,98989419.0846556
14682588.308751501,39987822.37085297,Chris Buck|Jennifer Lee,8.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ben Wheatley,119.0,17620113.079708613,51576847.19128109
4000000.0,50163103.0,Rob Cohen,91.0,3679998.38080071,46150034.4539848
14682588.308751501,39987822.37085297,Bharat Nalluri,104.0,17620113.079708613,51576847.19128109
30000000.0,49263404.0,Doug Ellin,104.0,27599987.856005296,45322311.73818279
23000000.0,79799880.0,Jeremy Garelick,101.0,21159990.689604,73415857.2970227
15000000.0,14860766.0,Christopher B. Landon,93.0,13799993.9280026,13671898.704364501
5000000.0,98450062.0,M. Night Shyamalan,94.0,4599997.97600089,90574017.18743241
53000000.0,99775678.0,Scott Cooper,122.0,48759978.5456094,91793583.3708233
8900000.0,50136.0,Scott Mann,93.0,8187996.39728158,46125.099704956105
15000000.0,61548707.0,Michael Dougherty,98.0,13799993.9280026,56624785.5250943
20000000.0,208588.0,Gilles Paquet-Brenner,113.0,18399991.9040035,191900.87556361398
5000000.0,54418872.0,John Erick Dowdle,103.0,4599997.97600089,50065340.2112503
700000.0,17986781.0,Rick Famuyiwa,103.0,643999.716640124,16547831.2389542
28000000.0,28208085.0,Nima Nourizadeh,96.0,25759988.665604897,25951426.781372197
11000000.0,61619773.0,Simon Curtis,120.0,10119995.5472019,56690166.216326796
14682588.308751501,39987822.37085297,Mike Elliott,105.0,17620113.079708613,51576847.19128109
30000000.0,105011053.0,Jason Moore,118.0,27599987.856005296,96610126.25154442
12000000.0,32248241.0,Dean Israelite,106.0,11039995.1424021,29668368.665917702
14682588.308751501,5189646.0,Terry Jones,85.0,17620113.079708613,4774472.21923222
25000000.0,72629670.0,Camille Delamarre,96.0,22999989.8800044,66819266.9995225
55000000.0,74679822.0,Guillermo del Toro,119.0,50599977.7360098,68705406.0096213
14682588.308751501,39987822.37085297,Joe Lynch,90.0,17620113.079708613,51576847.19128109
14800000.0,122413057.0,Gregory Jacobs,115.0,13615994.0089626,112619962.88721599
10000000.0,78099553.0,Gregory Plotkin,88.0,9199995.95200178,71851557.1453148
14682588.308751501,229094.0,John Maclean,84.0,17620113.079708613,210766.38726278898
15000000.0,8235661.0,Jay Roach,124.0,13799993.9280026,7576804.78620589
19500000.0,32189727.0,Billy Ray,111.0,17939992.1064034,29614535.809604198
14682588.308751501,2500431.0,Noah Baumbach,84.0,17620113.079708613,2300395.50782597
74000000.0,311594032.0,Paul Tibbitt,93.0,68079970.0448131,286666383.306791
14682588.308751501,4719695.0,Rupert Goold,100.0,17620113.079708613,4342117.4894683
20000000.0,43967255.0,Boaz Yakin,111.0,18399991.9040035,40449856.802063
14682588.308751501,59700000.0,Mark Burton|Richard Starzack,85.0,17620113.079708613,54923975.83345061
11000000.0,39987822.37085297,Joachim Trier,109.0,10119995.5472019,51576847.19128109
14682588.308751501,1702433.0,Fernando LeÃ³n de Aranoa,106.0,17620113.079708613,1566237.67085542
40000000.0,10664749.0,Pierre Morel,115.0,36799983.808007106,9811564.7629115
1000000.0,62882090.0,Levan Gabriadze,82.0,919999.595200178,57851497.3453411
35000000.0,51680201.0,Anne Fletcher,87.0,32199985.8320062,47545763.999863796
10000000.0,104303851.0,Leigh Whannell,97.0,9199995.95200178,95959500.6978197
14682588.308751501,118483.0,Craig Zobel,97.0,17620113.079708613,109004.312038102
14682588.308751501,39987822.37085297,Colin Teague,97.0,17620113.079708613,51576847.19128109
6000000.0,41387687.0,Nicholas Hytner,104.0,5519997.57120106,38076655.2862716
40000000.0,34227298.0,Paul McGuigan,109.0,36799983.808007106,31489100.3047958
14682588.308751501,39987822.37085297,Gerado Olivares|Otmar Penker,98.0,17620113.079708613,51576847.19128109
8000000.0,3759286.0,Duke Johnson|Charlie Kaufman,90.0,7359996.76160142,3458541.59824169
1800000.0,39987822.37085297,S. Craig Zahler,132.0,1655999.27136032,51576847.19128109
14682588.308751501,17671101.0,Alejandro AmenÃ¡bar,106.0,17620113.079708613,16257405.7667414
14682588.308751501,39987822.37085297,Edward Zwick,114.0,17620113.079708613,51576847.19128109
14682588.308751501,11472454.0,Matt Brown,108.0,17620113.079708613,10554653.0359526
20000000.0,39987822.37085297,Stephen S. Campanelli,96.0,18399991.9040035,51576847.19128109
2000000.0,1477002.0,Marielle Heller,102.0,1839999.19040035,1358841.24210985
14682588.308751501,39987822.37085297,Uli Edel,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Marjane Satrapi,101.0,17620113.079708613,51576847.19128109
14682588.308751501,3643591.0,Kazuaki Kiriya,115.0,17620113.079708613,3352102.24507501
12000000.0,39987822.37085297,Matteo Garrone,125.0,11039995.1424021,51576847.19128109
11000000.0,27391084.0,Woody Allen,95.0,10119995.5472019,25199786.192094002
15000000.0,39987822.37085297,Werner Herzog,128.0,13799993.9280026,51576847.19128109
18000000.0,41325328.0,Jonathan Demme,100.0,16559992.713603199,38019285.0315145
14682588.308751501,39987822.37085297,Catherine Hardwicke,112.0,17620113.079708613,51576847.19128109
630019.0,39987822.37085297,David Sandberg,31.0,579617.224968421,51576847.19128109
12000000.0,60273173.0,David M. Rosenthal,100.0,11039995.1424021,55451294.7614303
14682588.308751501,1936524.0,Luca Guadagnino,120.0,17620113.079708613,1781601.29609542
10000000.0,7587485.0,Noah Baumbach,97.0,9199995.95200178,6980483.12858742
40000000.0,106511453.0,Etan Cohen,100.0,36799983.808007106,97990493.6441828
14682588.308751501,39987822.37085297,Daniel Alfredson,95.0,17620113.079708613,51576847.19128109
60000000.0,39987822.37085297,Frank Coraci,119.0,55199975.71201059,51576847.19128109
14682588.308751501,39987822.37085297,Kriv Stenders,90.0,17620113.079708613,51576847.19128109
25000000.0,24902723.0,Patricia Riggen,120.0,22999989.8800044,22910495.079382103
14000000.0,16002420.0,Sarah Gavron,106.0,12879994.3328024,14722219.9222232
14682588.308751501,39987822.37085297,Andrew Haigh,95.0,17620113.079708613,51576847.19128109
6000000.0,11122090.0,Max Joseph,96.0,5519997.57120106,10232318.297779901
14682588.308751501,6075.0,Kyle Newman,96.0,17620113.079708613,5588.997540841079
14682588.308751501,13192457.0,Justin Kurzel,113.0,17620113.079708613,12137055.0996957
14682588.308751501,16775.0,Steven C. Miller,83.0,17620113.079708613,15432.9932094829
14682588.308751501,39987822.37085297,Mary Agnes Donoghue,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Kenny Ortega,112.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sean Mewshaw,105.0,17620113.079708613,51576847.19128109
14682588.308751501,30229977.0,Thomas Vinterberg,119.0,17620113.079708613,27811566.6029106
14682588.308751501,3002884.0,James Ponsoldt,106.0,17620113.079708613,2762652.06443309
10000000.0,85978266.0,John Madden,122.0,9199995.95200178,79099969.91601321
20000000.0,6420319.0,Alejandro Monteverde,106.0,18399991.9040035,5906690.88105601
14682588.308751501,39987822.37085297,Brandon Vietti,48.0,17620113.079708613,51576847.19128109
14682588.308751501,1986615.0,Atom Egoyan,94.0,17620113.079708613,1827684.9958186
37000000.0,26250020.0,Cameron Crowe,105.0,34039985.0224065,24150007.7739965
26000000.0,39987822.37085297,David O. Russell|Stephen Greene,100.0,23919989.475204602,51576847.19128109
14682588.308751501,39987822.37085297,Ian Kirby,67.0,17620113.079708613,51576847.19128109
28000000.0,7002261.0,David Gordon Green,108.0,25759988.665604897,6442077.28548599
14682588.308751501,39987822.37085297,Patricia Rozema,101.0,17620113.079708613,51576847.19128109
14682588.308751501,231737.0,Karyn Kusama,100.0,17620113.079708613,213197.946192903
14682588.308751501,39987822.37085297,Andrew Renzi,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,David Feiss,85.0,17620113.079708613,51576847.19128109
14682588.308751501,134552.0,Jon Watts,86.0,17620113.079708613,123787.785533374
14682588.308751501,39987822.37085297,William Monahan,93.0,17620113.079708613,51576847.19128109
14682588.308751501,3214116.0,Leslye Headland,100.0,17620113.079708613,2956985.41892641
11000000.0,39987822.37085297,Jon Cassar,90.0,10119995.5472019,51576847.19128109
14682588.308751501,8413144.0,Asif Kapadia,128.0,17620113.079708613,7740089.0743608
14682588.308751501,39987822.37085297,Sophie Barthes,118.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Corin Hardy,97.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Zeke Norton,74.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Paul Hyett,89.0,17620113.079708613,51576847.19128109
7000000.0,573335.0,Peter Sollett,103.0,6439997.16640124,527467.967914094
14682588.308751501,39987822.37085297,Ben Palmer,88.0,17620113.079708613,51576847.19128109
3000000.0,695269.0,Gaspar NoÃ©,134.0,2759998.78560053,639647.198555232
9600000.0,2541554.0,James Vanderbilt,121.0,8831996.11392171,2338228.65117939
14682588.308751501,39987822.37085297,Fouad Mikati,95.0,17620113.079708613,51576847.19128109
10000000.0,10835752.0,Dan Fogelman,107.0,9199995.95200178,9968887.45368952
15000000.0,3020664.0,Barry Levinson,100.0,13799993.9280026,2779009.65723575
2240000.0,39987822.37085297,Gabriele Muccino,116.0,2060799.09324839,51576847.19128109
1000000.0,14444999.0,Michael Showalter,95.0,919999.595200178,13289393.2326669
13000000.0,1784763.0,Mark Neveldine,91.0,11959994.737602301,1641981.23752825
8000000.0,1411927.0,Ramin Bahrani,112.0,7359996.76160142,1298972.2684521999
14000000.0,12314651.0,Steve Pink,93.0,12879994.3328024,11329473.935031401
14682588.308751501,39987822.37085297,Terrence Malick,118.0,17620113.079708613,51576847.19128109
4000000.0,143101.0,David Gordon Green,97.0,3679998.38080071,131652.86207274
14682588.308751501,39987822.37085297,Ryan Fleck|Anna Boden,108.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Matt Osterman,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,James Ford Murphy,7.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Christian Cantamessa,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,John Lyde,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Wayne Blair,110.0,17620113.079708613,51576847.19128109
14682588.308751501,8034.0,Wim Wenders,118.0,17620113.079708613,7391.27674783823
14682588.308751501,39987822.37085297,Miguel Ãngel Vivas,110.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Brady Corbet,116.0,17620113.079708613,51576847.19128109
8000000.0,35991087.0,Ken Kwapis,104.0,7359996.76160142,33111785.4708143
14682588.308751501,39987822.37085297,Jon Watts,100.0,17620113.079708613,51576847.19128109
3300000.0,64110728.0,David Gelb,83.0,3035998.66416058,58981843.80798871
14682588.308751501,39987822.37085297,Jay Oliva,72.0,17620113.079708613,51576847.19128109
8000000.0,39987822.37085297,Elizabeth Allen Rosenbaum,91.0,7359996.76160142,51576847.19128109
14682588.308751501,39987822.37085297,Louie Psihoyos,90.0,17620113.079708613,51576847.19128109
35000000.0,14431253.0,Ken Scott,90.0,32199985.8320062,13276746.918231301
2000000.0,45431.0,Ryan Gosling,95.0,1839999.19040035,41796.5016095392
14682588.308751501,39987822.37085297,Brett Morgen,132.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Paul Gross,120.0,17620113.079708613,51576847.19128109
7000000.0,39987822.37085297,Jackie Earle Haley,94.0,6439997.16640124,51576847.19128109
12000000.0,39987822.37085297,Anton Corbijn,112.0,11039995.1424021,51576847.19128109
14682588.308751501,45710059.0,Niki Caro,128.0,17620113.079708613,42053235.776576206
14682588.308751501,39987822.37085297,Michael Petroni,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Morgan Matthews,111.0,17620113.079708613,51576847.19128109
3000000.0,39987822.37085297,Anthony Burns,98.0,2759998.78560053,51576847.19128109
6000000.0,39987822.37085297,Toby Genkel|Sean McCormack,85.0,5519997.57120106,51576847.19128109
14682588.308751501,39987822.37085297,Sheldon Wilson,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jill Bauer|Ronna Gradus,84.0,17620113.079708613,51576847.19128109
100000.0,42664410.0,Travis Cluff|Chris Lofing,87.0,91999.95952001779,39251239.9294544
14682588.308751501,39987822.37085297,Neil LaBute,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,R.D. Braunstein,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Michael Almereyda,97.0,17620113.079708613,51576847.19128109
10000000.0,3334927.0,Angelina Jolie,122.0,9199995.95200178,3068131.49002214
14682588.308751501,39987822.37085297,Andrew Erwin|Jon Erwin,123.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sheldon Wilson,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Kevin Greutert,80.0,17620113.079708613,51576847.19128109
14682588.308751501,1236094.0,Chad Burns,103.0,17620113.079708613,1137205.97962936
14682588.308751501,39987822.37085297,Anders Morgenthaler,97.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Robert Duvall,100.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ron Scalpello,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ross Duffer|Matt Duffer,83.0,17620113.079708613,51576847.19128109
14682588.308751501,157768.0,Tom Gianas|Ross Shuman,86.0,17620113.079708613,145146.496135541
21000000.0,39987822.37085297,Jon Wright,90.0,19319991.4992037,51576847.19128109
14682588.308751501,39987822.37085297,Roel ReinÃ©,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Rick Morales,67.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Alex Zamm,84.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sean McNamara,83.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,David Burris,119.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Anthony DiBlasi,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Bernard Rose,89.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Matthew Heineman,100.0,17620113.079708613,51576847.19128109
20000000.0,39987822.37085297,Jason Friedberg|Aaron Seltzer,99.0,18399991.9040035,51576847.19128109
14682588.308751501,39987822.37085297,Antoine Bardou-Jacquet,107.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Spike Lee,127.0,17620113.079708613,51576847.19128109
5300000.0,39987822.37085297,Craig Moss,85.0,4875997.85456094,51576847.19128109
14682588.308751501,13603453.0,Gary Rydstrom,99.0,17620113.079708613,12515171.2533246
9000000.0,21571189.0,Mike Binder,121.0,8279996.356801599,19845485.147986498
14682588.308751501,39987822.37085297,Zach Lipovsky,118.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jason Lei Howden,86.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sam Liu,76.0,17620113.079708613,51576847.19128109
13000000.0,1646788.0,Marc Abraham,123.0,11959994.737602301,1515044.29338051
14682588.308751501,316472.0,Andrew Niccol,104.0,17620113.079708613,291154.11189219
14682588.308751501,39987822.37085297,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,89.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Tim Russ,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Craig Macneill,110.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Josh Cooley,5.0,17620113.079708613,51576847.19128109
14682588.308751501,3286448.0,Stephen Frears,103.0,17620113.079708613,3023530.82964643
14682588.308751501,39987822.37085297,Charles Stone III,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Todd Strauss-Schulson,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jason Krawczyk,99.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sofia Coppola,56.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Owen Harris,100.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Simon Hung,88.0,17620113.079708613,51576847.19128109
5000000.0,2333684.0,Jon M. Chu,119.0,4599997.97600089,2146988.33532513
14682588.308751501,39987822.37085297,Pamela Romanowsky,105.0,17620113.079708613,51576847.19128109
10000000.0,39987822.37085297,David Hackl,94.0,9199995.95200178,51576847.19128109
14682588.308751501,39987822.37085297,Michael Moore,120.0,17620113.079708613,51576847.19128109
6000000.0,90777.0,Cary Fukunaga,137.0,5519997.57120106,83514.8032534865
14682588.308751501,39987822.37085297,Grant Harvey|Steven Hoban|Brett Sullivan,99.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Terence Davies,135.0,17620113.079708613,51576847.19128109
14682588.308751501,4505.0,Jacob Gentry,101.0,17620113.079708613,4144.5981763767995
14682588.308751501,39987822.37085297,Peter Sullivan,84.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Nick Robertson,90.0,17620113.079708613,51576847.19128109
3000000.0,3387000.0,Will Canon,83.0,2759998.78560053,3116038.628943
14682588.308751501,39987822.37085297,Nick Simon,95.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Robert Carlyle,96.0,17620113.079708613,51576847.19128109
1000000.0,39987822.37085297,Peter Strickland,101.0,919999.595200178,51576847.19128109
14682588.308751501,39987822.37085297,April Mullen,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Marya Cohn,86.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jeremy M. Inman,90.0,17620113.079708613,51576847.19128109
447524.0,771317.0,Andrew Mogel|Jarrad Paul,101.0,411721.89884236397,709611.327771015
14682588.308751501,39987822.37085297,Howy Parkins,44.0,17620113.079708613,51576847.19128109
14682588.308751501,228136.0,Julian Jarrold,97.0,17620113.079708613,209885.027650587
14682588.308751501,39987822.37085297,Christopher Leone,83.0,17620113.079708613,51576847.19128109
14682588.308751501,830129.0,Robert Budreau,97.0,17620113.079708613,763718.3439639279
1950000.0,39987822.37085297,William Kaufman,90.0,1793999.21064034,51576847.19128109
14682588.308751501,39987822.37085297,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,90.0,17620113.079708613,51576847.19128109
1000000.0,39987822.37085297,Ken Sanzel,92.0,919999.595200178,51576847.19128109
14682588.308751501,39987822.37085297,Obin Olson|Amariah Olson,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Tom Six,103.0,17620113.079708613,51576847.19128109
14682588.308751501,49970.0,Aaron Moorhead|Justin Benson,109.0,17620113.079708613,45972.3797721529
14682588.308751501,39987822.37085297,Adam Massey,92.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ted Geoghegan,84.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Dan Fraga|William Lau,75.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Christopher Ray,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Stanton Barrett,97.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Michael Bafaro,83.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Will Slocombe,88.0,17620113.079708613,51576847.19128109
